Unnamed: 0.1;Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo agregado
2976;3067;Apartamento;Barra da Tijuca;4;3;2;160;6500.0;1800.0;350.0;40.62;Apartamento
2977;3068;Apartamento;Leblon;1;0;0;50;2500.0;650.0;95.0;50.0;Apartamento
2978;3069;Apartamento;Copacabana;1;0;0;33;1100.0;523.0;56.0;33.33;Apartamento
2979;3070;Apartamento;Sampaio;1;0;0;51;800.0;205.0;0.0;15.69;Apartamento
2981;3072;Apartamento;Barra da Tijuca;3;1;3;80;3000.0;1200.0;0.0;37.5;Apartamento
2984;3075;Apartamento;Lins de Vasconcelos;2;1;1;73;1400.0;509.0;91.0;19.18;Apartamento
2986;3077;Apartamento;Copacabana;1;0;0;33;2200.0;600.0;0.0;66.67;Apartamento
2988;3079;Apartamento;Copacabana;1;0;0;26;1600.0;387.0;0.0;61.54;Apartamento
2990;3081;Apartamento;Flamengo;3;0;0;110;3800.0;1070.0;0.0;34.55;Apartamento
2991;3082;Apartamento;Vaz Lobo;2;0;0;60;680.0;198.0;0.0;11.33;Apartamento
2992;3083;Apartamento;Barra da Tijuca;2;1;1;69;3000.0;850.0;1400.0;43.48;Apartamento
2993;3084;Apartamento;Tijuca;2;1;0;65;1500.0;658.0;80.0;23.08;Apartamento
2995;3087;Apartamento;Laranjeiras;2;1;0;75;2200.0;895.0;0.0;29.33;Apartamento
2996;3088;Apartamento;Botafogo;3;1;0;94;3200.0;1500.0;137.0;34.04;Apartamento
2997;3089;Apartamento;Copacabana;4;1;1;150;5400.0;1950.0;330.0;36.0;Apartamento
2999;3091;Apartamento;Recreio dos Bandeirantes;3;1;1;84;1800.0;850.0;150.0;21.43;Apartamento
3000;3092;Apartamento;Catete;2;0;0;70;1800.0;750.0;100.0;25.71;Apartamento
3002;3094;Apartamento;Barra da Tijuca;3;2;1;89;1900.0;770.0;116.0;21.35;Apartamento
3003;3095;Apartamento;Barra da Tijuca;3;2;1;80;1690.0;1100.0;130.0;21.12;Apartamento
3004;3097;Apartamento;Barra da Tijuca;4;3;2;208;7500.0;2321.0;700.0;36.06;Apartamento
3005;3098;Apartamento;Engenho Novo;2;1;0;91;1400.0;694.0;75.0;15.38;Apartamento
3006;3099;Apartamento;Tijuca;2;1;0;70;1800.0;255.0;40.0;25.71;Apartamento
3007;3100;Apartamento;Flamengo;2;0;0;84;2200.0;679.0;161.0;26.19;Apartamento
3008;3101;Apartamento;Copacabana;3;1;0;200;8500.0;1850.0;0.0;42.5;Apartamento
3009;3102;Apartamento;Freguesia (Jacarepaguá);2;1;1;80;1300.0;846.0;0.0;16.25;Apartamento
3011;3104;Apartamento;Campo Grande;2;1;1;60;800.0;180.0;0.0;13.33;Apartamento
3012;3105;Apartamento;São Conrado;3;0;3;200;8000.0;2600.0;1000.0;40.0;Apartamento
3013;3106;Apartamento;Ipanema;2;2;1;85;5500.0;2600.0;350.0;64.71;Apartamento
3014;3107;Apartamento;Barra da Tijuca;3;2;2;130;5700.0;800.0;450.0;43.85;Apartamento
3015;3108;Apartamento;Laranjeiras;1;1;0;40;2000.0;903.0;80.0;50.0;Apartamento
3019;3112;Apartamento;Vila da Penha;2;0;0;52;1200.0;250.0;0.0;23.08;Apartamento
3020;3113;Apartamento;Ipanema;2;0;0;90;3000.0;1100.0;210.0;33.33;Apartamento
3021;3114;Apartamento;Bento Ribeiro;2;0;0;50;930.0;140.0;0.0;18.6;Apartamento
3022;3115;Apartamento;Gávea;3;1;1;100;5000.0;1100.0;170.0;50.0;Apartamento
3023;3116;Apartamento;Barra da Tijuca;2;1;1;90;2000.0;1300.0;283.0;22.22;Apartamento
3024;3117;Apartamento;Engenho de Dentro;2;1;0;50;1100.0;240.0;13.0;22.0;Apartamento
3025;3118;Apartamento;Flamengo;2;1;1;99;3500.0;745.0;215.0;35.35;Apartamento
3026;3119;Apartamento;Vila Isabel;1;0;0;40;1300.0;307.0;24.0;32.5;Apartamento
3027;3120;Apartamento;Ipanema;1;0;0;25;1700.0;614.0;29.0;68.0;Apartamento
3028;3121;Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;67.57;Apartamento
3030;3124;Apartamento;Recreio dos Bandeirantes;2;1;1;87;1200.0;1032.0;0.0;13.79;Apartamento
3032;3126;Apartamento;Recreio dos Bandeirantes;2;1;1;66;1800.0;750.0;0.0;27.27;Apartamento
3033;3127;Apartamento;Copacabana;1;0;0;40;1800.0;450.0;227.0;45.0;Apartamento
3034;3128;Apartamento;Freguesia (Jacarepaguá);1;1;0;49;1100.0;590.0;36.0;22.45;Apartamento
3035;3129;Apartamento;Todos os Santos;2;1;0;55;1100.0;260.0;0.0;20.0;Apartamento
3037;3131;Apartamento;Barra da Tijuca;2;2;1;110;5000.0;1969.0;489.0;45.45;Apartamento
3038;3132;Apartamento;Gávea;1;1;0;50;2600.0;726.0;152.0;52.0;Apartamento
3039;3133;Apartamento;Leblon;2;1;0;123;4300.0;600.0;444.0;34.96;Apartamento
3040;3134;Apartamento;Copacabana;3;1;1;200;3500.0;1720.0;0.0;17.5;Apartamento
3041;3135;Apartamento;Centro;2;0;0;70;1500.0;530.0;60.0;21.43;Apartamento
3042;3136;Apartamento;Tijuca;2;1;0;56;1700.0;810.0;0.0;30.36;Apartamento
3045;3139;Apartamento;Flamengo;1;0;1;45;1500.0;520.0;56.0;33.33;Apartamento
3050;3145;Apartamento;Ipanema;3;0;1;180;8900.0;2300.0;0.0;49.44;Apartamento
3051;3146;Apartamento;Tijuca;2;0;0;64;1600.0;446.0;47.0;25.0;Apartamento
3052;3147;Apartamento;Leme;1;0;0;32;1500.0;483.0;55.0;46.88;Apartamento
3055;3150;Apartamento;Barra da Tijuca;1;2;0;70;2500.0;1500.0;0.0;35.71;Apartamento
3056;3151;Apartamento;Recreio dos Bandeirantes;2;1;1;69;1900.0;680.0;156.0;27.54;Apartamento
3057;3152;Apartamento;Catete;2;0;0;70;2450.0;400.0;25.0;35.0;Apartamento
3058;3153;Apartamento;Engenho de Dentro;2;1;1;49;1300.0;697.0;0.0;26.53;Apartamento
3059;3154;Apartamento;Recreio dos Bandeirantes;3;2;3;93;2500.0;470.0;0.0;26.88;Apartamento
3060;3155;Apartamento;Botafogo;1;1;0;43;1800.0;1072.0;100.0;41.86;Apartamento
3061;3156;Apartamento;Tijuca;3;1;1;160;2800.0;800.0;0.0;17.5;Apartamento
3062;3157;Apartamento;Barra da Tijuca;4;2;1;165;5000.0;2800.0;6500.0;30.3;Apartamento
3065;3160;Apartamento;São Conrado;3;1;1;114;2400.0;1082.0;253.0;21.05;Apartamento
3066;3161;Apartamento;Barra da Tijuca;2;2;1;78;2000.0;3114.0;405.0;25.64;Apartamento
3067;3162;Apartamento;Copacabana;3;1;0;110;2500.0;1350.0;130.0;22.73;Apartamento
3068;3163;Apartamento;Barra da Tijuca;4;3;3;430;7000.0;3800.0;1250.0;16.28;Apartamento
3069;3164;Apartamento;Leme;3;1;0;88;2000.0;391.0;56.0;22.73;Apartamento
3070;3165;Apartamento;Barra da Tijuca;2;1;1;77;2500.0;1400.0;106.0;32.47;Apartamento
3071;3166;Apartamento;Recreio dos Bandeirantes;2;2;1;102;2300.0;415.0;0.0;22.55;Apartamento
3072;3167;Apartamento;Maracanã;2;1;1;80;1800.0;1120.0;134.0;22.5;Apartamento
3073;3168;Apartamento;Marechal Hermes;1;0;0;50;800.0;280.0;0.0;16.0;Apartamento
3074;3169;Apartamento;Copacabana;1;0;0;26;1200.0;440.0;55.0;46.15;Apartamento
3076;3171;Apartamento;Vila Isabel;1;1;0;60;1250.0;420.0;20.0;20.83;Apartamento
3077;3172;Apartamento;Campo Grande;2;1;0;60;750.0;215.0;0.0;12.5;Apartamento
3078;3173;Apartamento;Laranjeiras;2;0;1;90;3300.0;1865.0;258.0;36.67;Apartamento
3079;3174;Apartamento;Freguesia (Jacarepaguá);3;2;1;132;1900.0;1115.0;137.0;14.39;Apartamento
3080;3175;Apartamento;Cachambi;2;0;0;51;950.0;300.0;16.0;18.63;Apartamento
3081;3176;Apartamento;Grajaú;2;1;0;70;1800.0;550.0;102.0;25.71;Apartamento
3083;3178;Apartamento;Laranjeiras;3;1;1;160;4000.0;1600.0;240.0;25.0;Apartamento
3084;3179;Apartamento;Barra da Tijuca;4;2;0;170;7000.0;2200.0;800.0;41.18;Apartamento
3085;3180;Apartamento;Recreio dos Bandeirantes;2;1;1;100;1650.0;700.0;150.0;16.5;Apartamento
3087;3182;Apartamento;Copacabana;3;0;0;105;2600.0;1011.0;177.0;24.76;Apartamento
3089;3184;Apartamento;Copacabana;3;1;0;100;3200.0;700.0;100.0;32.0;Apartamento
3090;3185;Apartamento;Méier;3;0;0;100;1500.0;100.0;0.0;15.0;Apartamento
3091;3186;Apartamento;Ipanema;2;1;0;70;3600.0;644.0;128.0;51.43;Apartamento
3092;3187;Apartamento;Vila Isabel;2;1;0;80;1600.0;550.0;0.0;20.0;Apartamento
3093;3188;Apartamento;Vila Valqueire;2;1;0;72;800.0;150.0;12.0;11.11;Apartamento
3094;3189;Apartamento;Barra da Tijuca;3;2;1;90;3000.0;1000.0;0.0;33.33;Apartamento
3095;3190;Apartamento;Humaitá;2;1;0;90;2900.0;815.0;96.0;32.22;Apartamento
3097;3192;Apartamento;Vila da Penha;1;0;0;45;1100.0;250.0;0.0;24.44;Apartamento
3098;3193;Apartamento;Rocha;3;1;0;81;1400.0;655.0;16.0;17.28;Apartamento
3099;3194;Apartamento;Copacabana;2;2;1;100;3600.0;750.0;150.0;36.0;Apartamento
3101;3196;Apartamento;Lagoa;4;3;1;200;7700.0;2000.0;908.0;38.5;Apartamento
3104;3199;Apartamento;Botafogo;2;1;1;78;3000.0;940.0;181.0;38.46;Apartamento
3106;3201;Apartamento;Vila Isabel;2;2;0;102;1600.0;992.0;129.0;15.69;Apartamento
3108;3203;Apartamento;Flamengo;3;1;0;100;3000.0;900.0;200.0;30.0;Apartamento
3109;3204;Apartamento;Ipanema;3;1;0;120;3500.0;1500.0;206.0;29.17;Apartamento
3110;3205;Apartamento;Recreio dos Bandeirantes;3;2;1;74;1500.0;1071.0;163.0;20.27;Apartamento
3111;3206;Apartamento;Santa Teresa;3;0;0;149;2000.0;890.0;52.0;13.42;Apartamento
3112;3207;Apartamento;Barra da Tijuca;3;1;1;73;1700.0;616.0;29.0;23.29;Apartamento
3114;3209;Apartamento;Recreio dos Bandeirantes;2;2;1;103;1950.0;826.0;44.0;18.93;Apartamento
3115;3210;Apartamento;Leme;2;0;0;84;3000.0;720.0;130.0;35.71;Apartamento
3117;3212;Apartamento;Cachambi;2;1;0;60;950.0;652.0;0.0;15.83;Apartamento
3118;3213;Apartamento;Humaitá;3;1;1;80;4500.0;1621.0;240.0;56.25;Apartamento
3119;3214;Apartamento;Recreio dos Bandeirantes;3;2;1;185;3100.0;1230.0;395.0;16.76;Apartamento
3120;3215;Apartamento;Copacabana;3;1;0;90;3200.0;700.0;180.0;35.56;Apartamento
3121;3216;Apartamento;Campo Grande;2;0;0;66;950.0;75.0;0.0;14.39;Apartamento
3122;3217;Apartamento;Leblon;3;1;0;120;6500.0;1600.0;2611.0;54.17;Apartamento
3123;3218;Apartamento;Barra da Tijuca;3;3;3;210;5200.0;2600.0;0.0;24.76;Apartamento
3124;3219;Apartamento;Leblon;4;3;1;160;8000.0;1500.0;564.0;50.0;Apartamento
3125;3220;Apartamento;Copacabana;3;1;0;92;2500.0;1100.0;110.0;27.17;Apartamento
3126;3221;Apartamento;Barra da Tijuca;3;2;1;100;3000.0;1200.0;0.0;30.0;Apartamento
3127;3222;Apartamento;Méier;2;1;0;66;1250.0;440.0;36.0;18.94;Apartamento
3128;3223;Apartamento;Recreio dos Bandeirantes;3;2;1;121;2500.0;1123.0;0.0;20.66;Apartamento
3129;3224;Apartamento;Taquara;2;1;1;68;1250.0;520.0;81.0;18.38;Apartamento
3130;3225;Apartamento;Bonsucesso;1;0;0;38;850.0;170.0;0.0;22.37;Apartamento
3131;3226;Apartamento;Ipanema;1;0;0;125;6000.0;1800.0;506.0;48.0;Apartamento
3132;3227;Apartamento;Botafogo;2;1;2;136;4480.0;1200.0;299.0;32.94;Apartamento
3137;3232;Apartamento;Freguesia (Jacarepaguá);2;1;1;90;1800.0;805.0;155.0;20.0;Apartamento
3138;3233;Apartamento;Gávea;3;2;1;120;5250.0;1500.0;350.0;43.75;Apartamento
3143;3238;Apartamento;Barra da Tijuca;4;3;4;165;4400.0;1600.0;420.0;26.67;Apartamento
3145;3240;Apartamento;Tijuca;2;1;1;95;1700.0;856.0;111.0;17.89;Apartamento
3146;3241;Apartamento;Camorim;2;1;1;67;1700.0;800.0;90.0;25.37;Apartamento
3147;3242;Apartamento;Recreio dos Bandeirantes;2;1;1;78;2000.0;700.0;0.0;25.64;Apartamento
3151;3246;Apartamento;Botafogo;2;0;0;70;3400.0;650.0;0.0;48.57;Apartamento
3152;3247;Apartamento;Recreio dos Bandeirantes;4;3;0;208;3000.0;800.0;440.0;14.42;Apartamento
3153;3248;Apartamento;Copacabana;2;1;0;67;2400.0;1095.0;0.0;35.82;Apartamento
3154;3249;Apartamento;Cachambi;1;1;0;48;750.0;250.0;0.0;15.62;Apartamento
3156;3251;Apartamento;São Cristóvão;2;1;1;56;1500.0;580.0;0.0;26.79;Apartamento
3158;3253;Apartamento;Ipanema;4;2;1;191;8700.0;3700.0;150.0;45.55;Apartamento
3159;3254;Apartamento;Freguesia (Jacarepaguá);2;1;0;63;1300.0;545.0;0.0;20.63;Apartamento
3160;3255;Apartamento;Recreio dos Bandeirantes;3;3;1;140;2800.0;760.0;3500.0;20.0;Apartamento
3161;3256;Apartamento;Madureira;3;1;1;60;1450.0;372.0;0.0;24.17;Apartamento
3162;3257;Apartamento;Flamengo;3;1;1;108;4000.0;1000.0;219.0;37.04;Apartamento
3164;3259;Apartamento;Ipanema;3;1;1;130;6000.0;3200.0;280.0;46.15;Apartamento
3165;3260;Apartamento;Lagoa;4;3;2;240;9000.0;4811.0;1156.0;37.5;Apartamento
3167;3262;Apartamento;Copacabana;2;0;1;114;2400.0;1410.0;140.0;21.05;Apartamento
3168;3263;Apartamento;Laranjeiras;2;1;1;76;3300.0;1123.0;229.0;43.42;Apartamento
3170;3265;Apartamento;Copacabana;3;1;1;92;2500.0;1100.0;1512.0;27.17;Apartamento
3171;3266;Apartamento;Ipanema;3;1;1;140;4500.0;1200.0;250.0;32.14;Apartamento
3174;3269;Apartamento;Barra da Tijuca;4;2;2;245;6900.0;3400.0;580.0;28.16;Apartamento
3175;3270;Apartamento;Recreio dos Bandeirantes;2;1;1;70;2000.0;500.0;0.0;28.57;Apartamento
3176;3271;Apartamento;Recreio dos Bandeirantes;3;2;1;105;1800.0;650.0;0.0;17.14;Apartamento
3177;3272;Apartamento;Barra da Tijuca;2;1;1;86;2900.0;1080.0;160.0;33.72;Apartamento
3178;3273;Apartamento;Campo Grande;3;1;0;56;900.0;780.0;0.0;16.07;Apartamento
3179;3274;Apartamento;Flamengo;2;0;0;60;1900.0;1089.0;118.0;31.67;Apartamento
3180;3275;Apartamento;Copacabana;1;0;0;35;2200.0;317.0;0.0;62.86;Apartamento
3181;3276;Apartamento;Recreio dos Bandeirantes;2;1;1;99;2300.0;800.0;1913.0;23.23;Apartamento
3182;3278;Apartamento;Humaitá;2;0;0;60;2500.0;650.0;99.0;41.67;Apartamento
3183;3279;Apartamento;Copacabana;1;0;0;35;2000.0;560.0;67.0;57.14;Apartamento
3185;3281;Apartamento;Botafogo;1;1;0;45;1500.0;1098.0;192.0;33.33;Apartamento
3187;3283;Apartamento;Copacabana;1;0;0;47;1900.0;1400.0;185.0;40.43;Apartamento
3190;3286;Apartamento;Leblon;1;1;0;53;3800.0;1520.0;0.0;71.7;Apartamento
3191;3287;Apartamento;Freguesia (Jacarepaguá);3;2;1;90;1900.0;1075.0;99.0;21.11;Apartamento
3192;3288;Apartamento;Leblon;2;1;0;60;3900.0;1221.0;203.0;65.0;Apartamento
3194;3291;Apartamento;Copacabana;3;1;1;130;4000.0;1500.0;348.0;30.77;Apartamento
3197;3294;Apartamento;Jardim Guanabara;2;1;0;70;1700.0;450.0;30.0;24.29;Apartamento
3198;3295;Apartamento;Recreio dos Bandeirantes;1;1;1;55;1800.0;534.0;85.0;32.73;Apartamento
3200;3297;Apartamento;Barra da Tijuca;2;1;0;58;1700.0;120.0;700.0;29.31;Apartamento
3201;3298;Apartamento;Copacabana;3;0;0;105;3800.0;1176.0;170.0;36.19;Apartamento
3202;3299;Apartamento;Leme;2;0;0;75;2800.0;918.0;0.0;37.33;Apartamento
3203;3300;Apartamento;Copacabana;1;0;0;29;1450.0;800.0;0.0;50.0;Apartamento
3204;3301;Apartamento;Ipanema;3;0;0;90;2500.0;1310.0;223.0;27.78;Apartamento
3205;3302;Apartamento;Flamengo;3;1;1;211;4700.0;1850.0;479.0;22.27;Apartamento
3206;3303;Apartamento;Tijuca;1;0;1;48;1200.0;620.0;47.0;25.0;Apartamento
3207;3304;Apartamento;Flamengo;2;0;0;70;1500.0;1027.0;0.0;21.43;Apartamento
3208;3305;Apartamento;Copacabana;1;0;0;55;2100.0;628.0;54.0;38.18;Apartamento
3209;3306;Apartamento;Barra da Tijuca;2;1;1;59;1700.0;650.0;52.0;28.81;Apartamento
3212;3309;Apartamento;Leblon;2;2;1;88;4500.0;1900.0;390.0;51.14;Apartamento
3213;3310;Apartamento;Tijuca;2;0;0;79;1200.0;917.0;91.0;15.19;Apartamento
3214;3311;Apartamento;Copacabana;2;0;0;60;2500.0;520.0;0.0;41.67;Apartamento
3215;3312;Apartamento;Botafogo;1;1;0;100;2500.0;935.0;155.0;25.0;Apartamento
3216;3313;Apartamento;Andaraí;2;0;0;64;1600.0;270.0;47.0;25.0;Apartamento
3217;3314;Apartamento;Flamengo;3;0;1;107;2800.0;1100.0;150.0;26.17;Apartamento
3218;3315;Apartamento;Taquara;3;1;1;50;1400.0;400.0;17.0;28.0;Apartamento
3219;3316;Apartamento;Copacabana;2;1;0;73;2900.0;1150.0;0.0;39.73;Apartamento
3220;3317;Apartamento;Leblon;2;2;1;113;3500.0;1457.0;457.0;30.97;Apartamento
3221;3318;Apartamento;Barra da Tijuca;4;3;1;180;7500.0;2400.0;700.0;41.67;Apartamento
3222;3319;Apartamento;Méier;2;1;0;65;1100.0;765.0;0.0;16.92;Apartamento
3223;3320;Apartamento;Pechincha;2;1;0;58;750.0;475.0;17.0;12.93;Apartamento
3226;3323;Apartamento;Campo Grande;3;1;0;65;900.0;130.0;0.0;13.85;Apartamento
3227;3324;Apartamento;Botafogo;3;2;1;115;6800.0;1430.0;384.0;59.13;Apartamento
3228;3325;Apartamento;Recreio dos Bandeirantes;2;1;1;72;1300.0;770.0;137.0;18.06;Apartamento
3229;3326;Apartamento;Recreio dos Bandeirantes;2;1;1;65;1700.0;733.0;137.0;26.15;Apartamento
3230;3327;Apartamento;Barra da Tijuca;3;2;1;145;4500.0;986.0;473.0;31.03;Apartamento
3231;3328;Apartamento;Catumbi;2;0;0;75;1200.0;460.0;0.0;16.0;Apartamento
3232;3329;Apartamento;Leblon;3;1;1;180;9000.0;1554.0;560.0;50.0;Apartamento
3233;3330;Apartamento;Leblon;1;0;0;30;2100.0;620.0;79.0;70.0;Apartamento
3234;3331;Apartamento;Piedade;3;0;0;75;950.0;87.0;14.0;12.67;Apartamento
3235;3332;Apartamento;Barra da Tijuca;4;3;2;330;7500.0;1700.0;0.0;22.73;Apartamento
3236;3333;Apartamento;Vila Isabel;1;1;0;54;1400.0;743.0;66.0;25.93;Apartamento
3237;3334;Apartamento;Engenho de Dentro;2;1;0;65;1200.0;618.0;0.0;18.46;Apartamento
3239;3336;Apartamento;Ipanema;3;0;0;90;2800.0;1400.0;180.0;31.11;Apartamento
3240;3337;Apartamento;Barra da Tijuca;2;1;1;84;2500.0;2085.0;265.0;29.76;Apartamento
3241;3339;Apartamento;Copacabana;3;1;0;90;3000.0;1102.0;251.0;33.33;Apartamento
3242;3340;Apartamento;Méier;2;1;0;60;1200.0;700.0;30.0;20.0;Apartamento
3243;3341;Apartamento;Humaitá;2;1;0;62;2200.0;1060.0;132.0;35.48;Apartamento
3244;3342;Apartamento;Ilha do Governador;2;1;0;60;1000.0;396.0;21.0;16.67;Apartamento
3245;3343;Apartamento;Copacabana;2;0;0;55;2300.0;1232.0;0.0;41.82;Apartamento
3246;3344;Apartamento;Leblon;3;2;1;170;8000.0;2790.0;640.0;47.06;Apartamento
3247;3345;Apartamento;Botafogo;2;1;0;87;3000.0;780.0;0.0;34.48;Apartamento
3248;3346;Apartamento;Vargem Pequena;3;1;0;53;1200.0;340.0;0.0;22.64;Apartamento
3249;3347;Apartamento;Vila da Penha;2;0;0;55;1550.0;90.0;0.0;28.18;Apartamento
3250;3348;Apartamento;Tijuca;1;0;0;52;1500.0;550.0;49.0;28.85;Apartamento
3251;3349;Apartamento;Vila Valqueire;2;1;0;80;1200.0;300.0;0.0;15.0;Apartamento
3252;3350;Apartamento;Tijuca;3;0;1;126;2600.0;846.0;224.0;20.63;Apartamento
3253;3351;Apartamento;Lagoa;3;1;1;160;5000.0;2483.0;0.0;31.25;Apartamento
3255;3353;Apartamento;Barra da Tijuca;3;2;1;105;2800.0;1630.0;262.0;26.67;Apartamento
3256;3354;Apartamento;Flamengo;2;1;0;65;2699.0;660.0;98.0;41.52;Apartamento
3257;3355;Apartamento;Leme;4;1;0;320;9500.0;2000.0;580.0;29.69;Apartamento
3258;3357;Apartamento;Barra da Tijuca;4;2;2;280;8000.0;2990.0;560.0;28.57;Apartamento
3260;3359;Apartamento;Campo Grande;2;1;0;60;900.0;600.0;0.0;15.0;Apartamento
3262;3361;Apartamento;Freguesia (Jacarepaguá);2;0;0;60;1200.0;600.0;50.0;20.0;Apartamento
3264;3363;Apartamento;Leme;2;0;0;87;2600.0;715.0;153.0;29.89;Apartamento
3265;3364;Apartamento;Abolição;2;2;0;81;850.0;350.0;49.0;10.49;Apartamento
3268;3367;Apartamento;Barra da Tijuca;2;1;1;68;1500.0;1400.0;0.0;22.06;Apartamento
3270;3369;Apartamento;Ipanema;2;1;1;95;9500.0;3700.0;540.0;100.0;Apartamento
3271;3370;Apartamento;Maracanã;1;0;0;54;1000.0;450.0;20.0;18.52;Apartamento
3272;3371;Apartamento;Vila Valqueire;3;1;1;146;2200.0;630.0;167.0;15.07;Apartamento
3274;3373;Apartamento;Barra da Tijuca;3;2;1;106;3200.0;1765.0;0.0;30.19;Apartamento
3275;3374;Apartamento;Gávea;3;1;1;142;6000.0;960.0;3500.0;42.25;Apartamento
3276;3375;Apartamento;Barra da Tijuca;4;3;3;160;8450.0;2300.0;400.0;52.81;Apartamento
3277;3376;Apartamento;Recreio dos Bandeirantes;3;3;2;180;3900.0;1050.0;500.0;21.67;Apartamento
3279;3378;Apartamento;Lapa;1;0;0;46;1597.0;600.0;65.0;34.72;Apartamento
3280;3379;Apartamento;Ipanema;2;1;1;100;7500.0;2495.0;0.0;75.0;Apartamento
3281;3380;Apartamento;Barra da Tijuca;3;2;1;165;5000.0;1200.0;500.0;30.3;Apartamento
3284;3383;Apartamento;Praça Seca;2;1;1;58;1100.0;490.0;70.0;18.97;Apartamento
3285;3384;Apartamento;Recreio dos Bandeirantes;3;2;1;80;2300.0;350.0;0.0;28.75;Apartamento
3287;3386;Apartamento;Barra da Tijuca;2;1;0;58;1600.0;728.0;100.0;27.59;Apartamento
3289;3388;Apartamento;Pavuna;2;1;0;40;750.0;100.0;0.0;18.75;Apartamento
3292;3391;Apartamento;Leblon;2;2;2;80;6000.0;1800.0;0.0;75.0;Apartamento
3293;3392;Apartamento;Barra da Tijuca;3;2;1;127;3800.0;1570.0;302.0;29.92;Apartamento
3295;3394;Apartamento;Barra da Tijuca;3;3;3;268;8000.0;3300.0;689.0;29.85;Apartamento
3296;3395;Apartamento;Recreio dos Bandeirantes;3;2;1;109;2400.0;470.0;0.0;22.02;Apartamento
3297;3396;Apartamento;Jardim Botânico;2;1;0;92;4600.0;800.0;200.0;50.0;Apartamento
3298;3397;Apartamento;Recreio dos Bandeirantes;2;1;1;65;2000.0;680.0;100.0;30.77;Apartamento
3299;3398;Apartamento;Andaraí;2;0;0;76;1200.0;250.0;0.0;15.79;Apartamento
3303;3402;Apartamento;Copacabana;3;2;1;200;6000.0;1100.0;200.0;30.0;Apartamento
3305;3404;Apartamento;Botafogo;2;0;0;91;2800.0;350.0;0.0;30.77;Apartamento
3306;3405;Apartamento;Barra da Tijuca;3;3;1;236;9000.0;4489.0;1051.0;38.14;Apartamento
3307;3406;Apartamento;São Conrado;2;2;1;85;2500.0;1162.0;193.0;29.41;Apartamento
3308;3407;Apartamento;Campo Grande;2;1;0;65;800.0;330.0;0.0;12.31;Apartamento
3309;3408;Apartamento;Gávea;3;1;1;113;4800.0;1750.0;180.0;42.48;Apartamento
3310;3409;Apartamento;Recreio dos Bandeirantes;2;1;1;50;1600.0;783.0;106.0;32.0;Apartamento
3311;3410;Apartamento;Ipanema;2;3;1;100;5800.0;3900.0;450.0;58.0;Apartamento
3312;3411;Apartamento;Recreio dos Bandeirantes;3;2;2;301;4000.0;700.0;0.0;13.29;Apartamento
3313;3412;Apartamento;Barra da Tijuca;1;2;1;124;3000.0;982.0;316.0;24.19;Apartamento
3314;3413;Apartamento;Botafogo;3;1;0;101;3200.0;991.0;149.0;31.68;Apartamento
3315;3414;Apartamento;Barra da Tijuca;2;1;1;76;1900.0;1400.0;0.0;25.0;Apartamento
3316;3415;Apartamento;Ipanema;2;1;1;70;5000.0;2650.0;0.0;71.43;Apartamento
3317;3416;Apartamento;Bonsucesso;2;1;0;60;1300.0;200.0;0.0;21.67;Apartamento
3318;3417;Apartamento;Recreio dos Bandeirantes;2;1;1;72;1900.0;650.0;100.0;26.39;Apartamento
3319;3418;Apartamento;Barra da Tijuca;4;2;1;235;4200.0;2539.0;0.0;17.87;Apartamento
3321;3420;Apartamento;Leme;1;0;0;60;2200.0;600.0;76.0;36.67;Apartamento
3322;3421;Apartamento;Vila da Penha;2;1;0;80;1100.0;380.0;0.0;13.75;Apartamento
3323;3422;Apartamento;Copacabana;3;1;1;159;3800.0;1550.0;3000.0;23.9;Apartamento
3324;3423;Apartamento;Centro;1;1;0;51;1500.0;405.0;40.0;29.41;Apartamento
3325;3424;Apartamento;Taquara;2;0;2;65;1100.0;30.0;0.0;16.92;Apartamento
3326;3425;Apartamento;Tijuca;2;0;0;80;1900.0;700.0;0.0;23.75;Apartamento
3327;3426;Apartamento;Copacabana;3;1;2;156;7000.0;1050.0;278.0;44.87;Apartamento
3328;3427;Apartamento;Catete;3;0;0;95;2200.0;1043.0;96.0;23.16;Apartamento
3329;3428;Apartamento;Tijuca;3;2;0;104;2500.0;1238.0;164.0;24.04;Apartamento
3330;3429;Apartamento;Barra da Tijuca;2;1;1;70;1600.0;900.0;0.0;22.86;Apartamento
3332;3431;Apartamento;Tijuca;2;1;0;68;1350.0;670.0;74.0;19.85;Apartamento
3333;3432;Apartamento;Recreio dos Bandeirantes;2;1;1;75;1750.0;790.0;110.0;23.33;Apartamento
3334;3433;Apartamento;Ipanema;3;0;1;110;5500.0;1200.0;3900.0;50.0;Apartamento
3335;3434;Apartamento;Copacabana;1;0;1;30;1300.0;630.0;0.0;43.33;Apartamento
3336;3435;Apartamento;Tijuca;2;1;1;76;2500.0;930.0;92.0;32.89;Apartamento
3337;3436;Apartamento;Recreio dos Bandeirantes;3;3;3;180;2800.0;1130.0;494.0;15.56;Apartamento
3338;3437;Apartamento;Barra da Tijuca;3;2;0;150;5500.0;2700.0;300.0;36.67;Apartamento
