Unnamed: 0.1;Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo agregado
14182;14661;Apartamento;Botafogo;2;1;2;85;4650.0;1130.0;261.0;54.71;Apartamento
14183;14662;Apartamento;Recreio dos Bandeirantes;2;1;1;130;2500.0;700.0;230.0;19.23;Apartamento
14184;14663;Apartamento;Barra da Tijuca;3;2;3;135;4500.0;1270.0;300.0;33.33;Apartamento
14187;14666;Apartamento;Tijuca;2;1;0;75;1600.0;580.0;87.0;21.33;Apartamento
14188;14667;Apartamento;Tauá;1;0;0;50;870.0;150.0;0.0;17.4;Apartamento
14189;14668;Apartamento;Botafogo;2;1;0;75;2600.0;870.0;0.0;34.67;Apartamento
14191;14670;Apartamento;Flamengo;3;1;1;126;5000.0;880.0;343.0;39.68;Apartamento
14192;14671;Apartamento;Méier;2;1;0;79;1300.0;560.0;35.0;16.46;Apartamento
14193;14672;Apartamento;Recreio dos Bandeirantes;2;1;1;89;1950.0;507.0;0.0;21.91;Apartamento
14194;14673;Apartamento;Flamengo;3;1;1;138;3000.0;2500.0;380.0;21.74;Apartamento
14195;14674;Apartamento;Bancários;2;1;1;70;1300.0;250.0;21.0;18.57;Apartamento
14197;14676;Apartamento;Barra da Tijuca;3;2;2;108;3800.0;1500.0;300.0;35.19;Apartamento
14198;14677;Apartamento;Ipanema;4;1;1;87;4300.0;1300.0;150.0;49.43;Apartamento
14199;14678;Apartamento;São Conrado;2;2;1;96;3500.0;1000.0;200.0;36.46;Apartamento
14201;14680;Apartamento;Recreio dos Bandeirantes;2;1;2;70;2600.0;1026.0;1897.0;37.14;Apartamento
14203;14682;Apartamento;Tijuca;2;1;0;72;1500.0;656.0;109.0;20.83;Apartamento
14204;14683;Apartamento;Ipanema;3;1;1;130;8000.0;1375.0;500.0;61.54;Apartamento
14205;14684;Apartamento;Laranjeiras;2;1;1;84;3500.0;989.0;264.0;41.67;Apartamento
14206;14685;Apartamento;Copacabana;2;2;0;90;3000.0;800.0;218.0;33.33;Apartamento
14209;14688;Apartamento;Vila Isabel;3;0;0;120;2000.0;200.0;0.0;16.67;Apartamento
14210;14689;Apartamento;Tijuca;3;1;1;100;1800.0;868.0;84.0;18.0;Apartamento
14211;14690;Apartamento;Lagoa;2;1;1;84;5500.0;1050.0;227.0;65.48;Apartamento
14212;14691;Apartamento;Botafogo;3;1;1;130;2800.0;1200.0;155.0;21.54;Apartamento
14215;14694;Apartamento;Praça Seca;3;1;0;80;800.0;130.0;0.0;10.0;Apartamento
14216;14695;Apartamento;Barra da Tijuca;2;2;2;78;3200.0;1300.0;0.0;41.03;Apartamento
14217;14696;Apartamento;Santa Teresa;1;0;0;40;1200.0;240.0;0.0;30.0;Apartamento
14218;14697;Apartamento;Copacabana;1;0;0;50;2500.0;423.0;20.0;50.0;Apartamento
14219;14698;Apartamento;Barra da Tijuca;4;2;2;220;3900.0;1500.0;951.0;17.73;Apartamento
14220;14699;Apartamento;Copacabana;2;0;0;100;2650.0;1059.0;0.0;26.5;Apartamento
14221;14700;Apartamento;Flamengo;2;0;0;88;2500.0;687.0;0.0;28.41;Apartamento
14224;14703;Apartamento;Tijuca;1;0;0;43;1100.0;210.0;0.0;25.58;Apartamento
14226;14705;Apartamento;Irajá;3;1;1;197;2500.0;466.0;0.0;12.69;Apartamento
14227;14706;Apartamento;Recreio dos Bandeirantes;3;1;1;80;2000.0;1200.0;0.0;25.0;Apartamento
14228;14707;Apartamento;Del Castilho;2;0;0;48;750.0;35.0;0.0;15.62;Apartamento
14229;14708;Apartamento;Vila da Penha;2;1;0;60;1200.0;455.0;0.0;20.0;Apartamento
14230;14709;Apartamento;Barra da Tijuca;4;2;0;115;2900.0;1900.0;0.0;25.22;Apartamento
14231;14711;Apartamento;Ipanema;2;1;1;96;6500.0;2800.0;276.0;67.71;Apartamento
14232;14712;Apartamento;Pechincha;2;1;0;50;900.0;460.0;0.0;18.0;Apartamento
14233;14713;Apartamento;Botafogo;2;0;0;77;3000.0;450.0;0.0;38.96;Apartamento
14234;14714;Apartamento;Barra da Tijuca;4;3;4;260;8000.0;2600.0;798.0;30.77;Apartamento
14237;14717;Apartamento;Andaraí;1;0;0;50;1700.0;360.0;0.0;34.0;Apartamento
14239;14719;Apartamento;Laranjeiras;3;1;1;126;3200.0;956.0;177.0;25.4;Apartamento
14240;14720;Apartamento;Copacabana;3;2;0;140;4000.0;1202.0;0.0;28.57;Apartamento
14241;14721;Apartamento;Recreio dos Bandeirantes;2;1;0;66;1400.0;650.0;100.0;21.21;Apartamento
14243;14723;Apartamento;Botafogo;2;1;1;90;3700.0;1080.0;236.0;41.11;Apartamento
14245;14725;Apartamento;Barra da Tijuca;4;2;2;168;5500.0;2000.0;510.0;32.74;Apartamento
14246;14726;Apartamento;Copacabana;2;1;0;70;5000.0;1500.0;100.0;71.43;Apartamento
14248;14728;Apartamento;Ipanema;3;1;1;150;6300.0;2200.0;495.0;42.0;Apartamento
14250;14730;Apartamento;Barra da Tijuca;2;1;1;70;1800.0;780.0;0.0;25.71;Apartamento
14252;14732;Apartamento;Barra da Tijuca;4;3;2;160;6500.0;1880.0;0.0;40.62;Apartamento
14254;14734;Apartamento;Recreio dos Bandeirantes;3;1;1;137;2500.0;700.0;0.0;18.25;Apartamento
14255;14735;Apartamento;Ipanema;4;2;1;200;9500.0;3600.0;1500.0;47.5;Apartamento
14256;14736;Apartamento;Tijuca;2;0;0;45;1350.0;495.0;20.0;30.0;Apartamento
14257;14737;Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;329.0;26.43;Apartamento
14258;14738;Apartamento;Ipanema;3;1;0;128;5000.0;1209.0;240.0;39.06;Apartamento
14260;14740;Apartamento;Barra da Tijuca;2;1;0;52;1300.0;650.0;92.0;25.0;Apartamento
14261;14741;Apartamento;Lapa;1;0;0;40;1800.0;500.0;0.0;45.0;Apartamento
14263;14743;Apartamento;Santa Teresa;3;0;0;80;2200.0;290.0;20.0;27.5;Apartamento
14264;14744;Apartamento;Copacabana;3;1;1;123;3500.0;1315.0;0.0;28.46;Apartamento
14265;14746;Apartamento;Campo Grande;3;1;1;90;1800.0;650.0;0.0;20.0;Apartamento
14267;14748;Apartamento;Barra da Tijuca;4;3;2;460;8000.0;2500.0;1600.0;17.39;Apartamento
14268;14749;Apartamento;Leblon;1;1;0;55;4500.0;4200.0;0.0;81.82;Apartamento
14269;14750;Apartamento;Botafogo;2;0;0;90;2000.0;479.0;80.0;22.22;Apartamento
14270;14751;Apartamento;Botafogo;1;0;0;41;1500.0;457.0;70.0;36.59;Apartamento
14271;14752;Apartamento;Andaraí;2;0;0;70;1000.0;550.0;68.0;14.29;Apartamento
14272;14753;Apartamento;Freguesia (Jacarepaguá);3;1;1;81;1800.0;750.0;164.0;22.22;Apartamento
14273;14754;Apartamento;Barra da Tijuca;2;1;1;77;2500.0;700.0;0.0;32.47;Apartamento
14274;14755;Apartamento;Tijuca;3;1;1;116;1000.0;814.0;121.0;8.62;Apartamento
14275;14756;Apartamento;Botafogo;2;1;0;65;2500.0;645.0;79.0;38.46;Apartamento
14276;14757;Apartamento;Ipanema;1;1;1;125;9500.0;2000.0;380.0;76.0;Apartamento
14278;14759;Apartamento;Andaraí;2;1;0;69;1400.0;476.0;0.0;20.29;Apartamento
14279;14760;Apartamento;Flamengo;4;1;0;220;5000.0;1745.0;383.0;22.73;Apartamento
14280;14761;Apartamento;Recreio dos Bandeirantes;4;2;1;200;3300.0;1000.0;350.0;16.5;Apartamento
14281;14762;Apartamento;Laranjeiras;3;1;0;100;3500.0;1200.0;0.0;35.0;Apartamento
14283;14764;Apartamento;Botafogo;2;0;0;57;2200.0;760.0;136.0;38.6;Apartamento
14285;14766;Apartamento;Leblon;1;0;0;90;5500.0;500.0;209.0;61.11;Apartamento
14289;14770;Apartamento;Engenho Novo;2;0;0;60;1100.0;175.0;0.0;18.33;Apartamento
14291;14772;Apartamento;Recreio dos Bandeirantes;3;2;1;185;3200.0;820.0;400.0;17.3;Apartamento
14292;14773;Apartamento;Vila Isabel;2;1;0;65;1500.0;516.0;48.0;23.08;Apartamento
14293;14774;Apartamento;Flamengo;2;0;0;72;2500.0;635.0;102.0;34.72;Apartamento
14295;14776;Apartamento;Copacabana;3;1;1;92;2500.0;1200.0;1915.0;27.17;Apartamento
14297;14778;Apartamento;Ipanema;3;1;1;140;4000.0;1680.0;2500.0;28.57;Apartamento
14298;14780;Apartamento;Copacabana;2;1;0;100;3100.0;980.0;0.0;31.0;Apartamento
14300;14782;Apartamento;Barra da Tijuca;4;3;4;240;9000.0;5302.0;1000.0;37.5;Apartamento
14301;14783;Apartamento;Barra da Tijuca;2;1;1;70;2200.0;1168.0;187.0;31.43;Apartamento
14302;14784;Apartamento;Leme;3;1;0;96;3600.0;943.0;0.0;37.5;Apartamento
14303;14785;Apartamento;Recreio dos Bandeirantes;2;1;2;100;2900.0;990.0;260.0;29.0;Apartamento
14304;14786;Apartamento;Leblon;3;1;1;150;7000.0;2074.0;349.0;46.67;Apartamento
14305;14787;Apartamento;Gávea;3;2;0;199;7000.0;2600.0;300.0;35.18;Apartamento
14306;14788;Apartamento;Laranjeiras;3;1;0;130;2800.0;1200.0;194.0;21.54;Apartamento
14307;14789;Apartamento;Barra da Tijuca;2;2;1;74;2700.0;1320.0;1264.0;36.49;Apartamento
14309;14791;Apartamento;Recreio dos Bandeirantes;3;2;1;126;2400.0;616.0;308.0;19.05;Apartamento
14310;14792;Apartamento;Copacabana;2;0;0;69;3600.0;750.0;179.0;52.17;Apartamento
14312;14794;Apartamento;Ipanema;1;0;0;50;1800.0;580.0;35.0;36.0;Apartamento
14314;14796;Apartamento;Leblon;3;1;1;83;4500.0;1191.0;2833.0;54.22;Apartamento
14315;14797;Apartamento;Ipanema;3;1;1;145;8500.0;2050.0;438.0;58.62;Apartamento
14316;14798;Apartamento;São Conrado;2;1;1;97;2200.0;1082.0;230.0;22.68;Apartamento
14317;14799;Apartamento;Ipanema;3;1;1;126;6000.0;1667.0;590.0;47.62;Apartamento
14318;14800;Apartamento;Ipanema;3;2;1;200;9500.0;3600.0;1500.0;47.5;Apartamento
14319;14801;Apartamento;Tijuca;2;1;1;60;1500.0;900.0;20.0;25.0;Apartamento
14320;14802;Apartamento;Laranjeiras;2;1;1;85;2700.0;830.0;0.0;31.76;Apartamento
14321;14803;Apartamento;Barra da Tijuca;3;1;1;113;3200.0;1820.0;270.0;28.32;Apartamento
14323;14805;Apartamento;Ipanema;2;1;0;83;4500.0;1200.0;130.0;54.22;Apartamento
14324;14806;Apartamento;Recreio dos Bandeirantes;2;1;1;81;1800.0;791.0;139.0;22.22;Apartamento
14325;14807;Apartamento;Barra da Tijuca;3;2;1;130;8000.0;2600.0;700.0;61.54;Apartamento
14326;14808;Apartamento;Barra da Tijuca;2;2;1;154;4300.0;2300.0;350.0;27.92;Apartamento
14327;14809;Apartamento;Tijuca;2;1;0;64;1150.0;695.0;0.0;17.97;Apartamento
14328;14810;Apartamento;Jacarepaguá;2;1;1;56;1200.0;467.0;40.0;21.43;Apartamento
14329;14811;Apartamento;Curicica;3;2;0;72;1400.0;150.0;350.0;19.44;Apartamento
14330;14812;Apartamento;Grajaú;2;1;1;100;2090.0;760.0;185.0;20.9;Apartamento
14332;14814;Apartamento;Barra da Tijuca;2;0;1;80;2200.0;1200.0;156.0;27.5;Apartamento
14335;14817;Apartamento;Flamengo;1;0;0;30;1500.0;400.0;0.0;50.0;Apartamento
14337;14819;Apartamento;Copacabana;5;0;0;160;3500.0;1500.0;230.0;21.88;Apartamento
14338;14820;Apartamento;Glória;1;0;0;43;1500.0;510.0;48.0;34.88;Apartamento
14339;14821;Apartamento;Rocha Miranda;2;1;0;50;1400.0;340.0;0.0;28.0;Apartamento
14340;14822;Apartamento;Flamengo;2;1;2;140;4800.0;1250.0;338.0;34.29;Apartamento
14341;14823;Apartamento;Flamengo;1;1;0;44;1900.0;375.0;0.0;43.18;Apartamento
14343;14825;Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0;24.35;Apartamento
14344;14826;Apartamento;Praça Seca;2;1;1;60;700.0;538.0;0.0;11.67;Apartamento
14345;14827;Apartamento;Copacabana;3;1;0;100;3500.0;1450.0;237.0;35.0;Apartamento
14346;14828;Apartamento;Flamengo;2;0;0;70;2500.0;635.0;119.0;35.71;Apartamento
14347;14829;Apartamento;Lagoa;4;2;1;255;8500.0;2529.0;490.0;33.33;Apartamento
14348;14830;Apartamento;Pechincha;2;1;0;75;1700.0;675.0;0.0;22.67;Apartamento
14350;14832;Apartamento;Vila da Penha;1;0;0;62;1200.0;505.0;0.0;19.35;Apartamento
14351;14833;Apartamento;Jacarepaguá;2;1;1;65;1200.0;650.0;0.0;18.46;Apartamento
14354;14836;Apartamento;Copacabana;3;1;0;145;3800.0;1800.0;270.0;26.21;Apartamento
14355;14837;Apartamento;Portuguesa;2;1;0;50;1100.0;330.0;25.0;22.0;Apartamento
14357;14839;Apartamento;Ipanema;3;2;1;163;7000.0;3900.0;0.0;42.94;Apartamento
14358;14840;Apartamento;Copacabana;3;1;1;160;4500.0;1000.0;0.0;28.12;Apartamento
14359;14841;Apartamento;Lagoa;4;3;1;165;8000.0;1810.0;520.0;48.48;Apartamento
14362;14845;Apartamento;Tijuca;3;1;0;125;2500.0;1100.0;200.0;20.0;Apartamento
14363;14846;Apartamento;Laranjeiras;2;0;0;88;2400.0;650.0;105.0;27.27;Apartamento
14364;14847;Apartamento;Grajaú;2;0;0;51;1100.0;487.0;20.0;21.57;Apartamento
14365;14848;Apartamento;Catete;1;0;0;39;1500.0;400.0;20.0;38.46;Apartamento
14366;14849;Apartamento;Copacabana;2;1;0;100;2500.0;1222.0;151.0;25.0;Apartamento
14367;14850;Apartamento;Rocha;3;0;0;72;1100.0;200.0;14.0;15.28;Apartamento
14368;14851;Apartamento;Leme;2;1;0;80;3800.0;1128.0;24.0;47.5;Apartamento
14369;14853;Apartamento;Leblon;1;0;0;42;3200.0;550.0;260.0;76.19;Apartamento
14370;14854;Apartamento;Recreio dos Bandeirantes;3;2;1;197;2800.0;1020.0;400.0;14.21;Apartamento
14371;14855;Apartamento;Centro;2;1;0;67;2100.0;680.0;0.0;31.34;Apartamento
14372;14856;Apartamento;Barra da Tijuca;2;1;1;72;1600.0;971.0;0.0;22.22;Apartamento
14373;14857;Apartamento;Leblon;4;1;0;138;7000.0;1500.0;0.0;50.72;Apartamento
14374;14858;Apartamento;Barra da Tijuca;2;1;2;78;1700.0;982.0;183.0;21.79;Apartamento
14375;14859;Apartamento;Barra da Tijuca;2;1;1;85;1900.0;1335.0;114.0;22.35;Apartamento
14376;14860;Apartamento;Barra da Tijuca;4;1;1;205;4200.0;2537.0;468.0;20.49;Apartamento
14377;14861;Apartamento;Copacabana;1;0;0;41;2800.0;407.0;68.0;68.29;Apartamento
14378;14862;Apartamento;Barra da Tijuca;2;1;2;117;4000.0;1900.0;200.0;34.19;Apartamento
14379;14863;Apartamento;Leblon;1;1;1;86;5500.0;1300.0;312.0;63.95;Apartamento
14380;14864;Apartamento;Barra da Tijuca;4;2;1;156;5000.0;2261.0;0.0;32.05;Apartamento
14381;14865;Apartamento;Recreio dos Bandeirantes;3;2;1;180;3500.0;1097.0;0.0;19.44;Apartamento
14382;14866;Apartamento;Freguesia (Jacarepaguá);3;2;1;230;1900.0;900.0;2000.0;8.26;Apartamento
14384;14868;Apartamento;Copacabana;2;1;0;75;2900.0;730.0;132.0;38.67;Apartamento
14387;14871;Apartamento;Ipanema;3;2;1;147;7000.0;1050.0;250.0;47.62;Apartamento
14388;14872;Apartamento;Península;4;2;2;150;6000.0;2000.0;0.0;40.0;Apartamento
14389;14873;Apartamento;Barra da Tijuca;2;2;1;116;6000.0;3000.0;470.0;51.72;Apartamento
14392;14876;Apartamento;Copacabana;1;0;0;40;1600.0;630.0;70.0;40.0;Apartamento
14393;14877;Apartamento;Recreio dos Bandeirantes;3;1;1;87;1800.0;800.0;200.0;20.69;Apartamento
14395;14879;Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1000.0;242.0;28.89;Apartamento
14398;14882;Apartamento;Quintino Bocaiúva;1;1;0;35;650.0;314.0;0.0;18.57;Apartamento
14399;14883;Apartamento;Rio Comprido;2;0;0;65;1000.0;450.0;25.0;15.38;Apartamento
14400;14884;Apartamento;Leblon;3;2;1;200;7500.0;3300.0;840.0;37.5;Apartamento
14401;14885;Apartamento;Lagoa;2;2;1;98;3800.0;795.0;2765.0;38.78;Apartamento
14403;14887;Apartamento;Barra da Tijuca;1;1;1;68;2200.0;1400.0;0.0;32.35;Apartamento
14404;14888;Apartamento;Recreio dos Bandeirantes;3;2;1;90;1600.0;1021.0;155.0;17.78;Apartamento
14405;14889;Apartamento;Barra da Tijuca;3;1;1;78;1900.0;1173.0;0.0;24.36;Apartamento
14406;14890;Apartamento;Freguesia (Jacarepaguá);2;0;0;50;1000.0;265.0;17.0;20.0;Apartamento
14407;14891;Apartamento;Flamengo;3;2;1;170;6000.0;1450.0;563.0;35.29;Apartamento
14408;14892;Apartamento;Anil;3;2;3;77;1800.0;454.0;0.0;23.38;Apartamento
14409;14893;Apartamento;Tijuca;3;0;0;110;1800.0;800.0;196.0;16.36;Apartamento
14413;14897;Apartamento;Jardim Botânico;3;2;1;105;5200.0;1100.0;350.0;49.52;Apartamento
14414;14898;Apartamento;Leblon;3;1;1;155;8500.0;1500.0;500.0;54.84;Apartamento
14415;14899;Apartamento;Copacabana;1;0;1;105;5660.0;940.0;0.0;53.9;Apartamento
14419;14903;Apartamento;São Cristóvão;1;1;0;60;1100.0;400.0;11.0;18.33;Apartamento
14420;14904;Apartamento;São Conrado;2;1;2;103;3600.0;890.0;0.0;34.95;Apartamento
14421;14905;Apartamento;Barra da Tijuca;4;2;2;250;4500.0;1562.0;760.0;18.0;Apartamento
14422;14906;Apartamento;Copacabana;2;1;0;77;2600.0;674.0;157.0;33.77;Apartamento
14423;14907;Apartamento;Lagoa;2;2;1;100;3600.0;750.0;0.0;36.0;Apartamento
14424;14908;Apartamento;Leme;2;0;0;75;2800.0;918.0;0.0;37.33;Apartamento
14426;14910;Apartamento;Realengo;2;0;0;49;900.0;68.0;0.0;18.37;Apartamento
14427;14911;Apartamento;Tijuca;2;0;0;65;1500.0;710.0;61.0;23.08;Apartamento
14428;14912;Apartamento;Copacabana;3;0;0;140;3500.0;1000.0;120.0;25.0;Apartamento
14429;14913;Apartamento;Copacabana;3;2;1;200;6000.0;1100.0;200.0;30.0;Apartamento
14430;14914;Apartamento;Maracanã;2;1;1;91;2400.0;800.0;0.0;26.37;Apartamento
14431;14915;Apartamento;São Conrado;2;1;1;80;3000.0;1100.0;0.0;37.5;Apartamento
14432;14917;Apartamento;Botafogo;3;1;0;115;4400.0;968.0;188.0;38.26;Apartamento
14433;14918;Apartamento;Jacarepaguá;2;1;1;63;1200.0;430.0;69.0;19.05;Apartamento
14434;14919;Apartamento;São Conrado;3;2;1;130;6000.0;2172.0;450.0;46.15;Apartamento
14436;14921;Apartamento;Recreio dos Bandeirantes;2;2;1;92;3300.0;1409.0;0.0;35.87;Apartamento
14437;14922;Apartamento;Vargem Pequena;3;1;0;80;890.0;400.0;13.0;11.12;Apartamento
14438;14923;Apartamento;Recreio dos Bandeirantes;2;3;1;120;2000.0;650.0;240.0;16.67;Apartamento
14439;14924;Apartamento;Botafogo;3;1;1;102;5600.0;1310.0;0.0;54.9;Apartamento
14442;14927;Apartamento;Copacabana;3;2;1;140;4500.0;1470.0;0.0;32.14;Apartamento
14443;14928;Apartamento;Lagoa;2;0;0;70;1800.0;782.0;0.0;25.71;Apartamento
14444;14929;Apartamento;Recreio dos Bandeirantes;3;1;2;87;1150.0;1008.0;0.0;13.22;Apartamento
14445;14930;Apartamento;Flamengo;1;0;1;41;1700.0;300.0;0.0;41.46;Apartamento
14446;14931;Apartamento;Tijuca;3;2;1;110;2800.0;1100.0;0.0;25.45;Apartamento
14448;14933;Apartamento;Barra da Tijuca;2;1;1;70;1500.0;604.0;59.0;21.43;Apartamento
14449;14934;Apartamento;Recreio dos Bandeirantes;2;1;1;91;1500.0;925.0;136.0;16.48;Apartamento
14450;14935;Apartamento;Barra da Tijuca;3;2;3;210;4500.0;1620.0;542.0;21.43;Apartamento
14452;14938;Apartamento;Botafogo;2;1;2;83;4520.0;1140.0;198.0;54.46;Apartamento
14453;14939;Apartamento;Copacabana;2;0;1;90;4000.0;700.0;90.0;44.44;Apartamento
14454;14940;Apartamento;Jacarepaguá;2;1;0;64;2100.0;650.0;416.0;32.81;Apartamento
14456;14942;Apartamento;Copacabana;2;1;1;80;3200.0;1033.0;230.0;40.0;Apartamento
14457;14943;Apartamento;Leme;3;0;1;130;3200.0;1000.0;240.0;24.62;Apartamento
14458;14944;Apartamento;Barra da Tijuca;2;1;1;90;2500.0;1034.0;207.0;27.78;Apartamento
14459;14945;Apartamento;Humaitá;2;1;0;90;3000.0;820.0;160.0;33.33;Apartamento
14461;14947;Apartamento;São Cristóvão;2;0;0;61;1100.0;230.0;0.0;18.03;Apartamento
14462;14948;Apartamento;Leme;1;0;1;40;2600.0;386.0;72.0;65.0;Apartamento
14463;14949;Apartamento;Leblon;3;2;1;140;7500.0;2600.0;558.0;53.57;Apartamento
14464;14951;Apartamento;Flamengo;4;1;1;240;6000.0;2200.0;710.0;25.0;Apartamento
14465;14952;Apartamento;Copacabana;3;1;1;151;3500.0;1350.0;387.0;23.18;Apartamento
14466;14953;Apartamento;Flamengo;2;1;1;90;2450.0;1660.0;228.0;27.22;Apartamento
14467;14955;Apartamento;Barra da Tijuca;2;1;0;55;1400.0;500.0;38.0;25.45;Apartamento
14468;14957;Apartamento;Barra da Tijuca;2;1;1;90;1400.0;1240.0;1600.0;15.56;Apartamento
14469;14958;Apartamento;Laranjeiras;3;1;0;106;3700.0;1326.0;0.0;34.91;Apartamento
14471;14960;Apartamento;Vila Isabel;3;0;0;95;1600.0;360.0;84.0;16.84;Apartamento
14474;14963;Apartamento;Botafogo;2;0;0;85;2400.0;744.0;152.0;28.24;Apartamento
14475;14964;Apartamento;Irajá;2;1;0;69;1100.0;370.0;0.0;15.94;Apartamento
14476;14965;Apartamento;Botafogo;2;1;1;92;2200.0;1430.0;236.0;23.91;Apartamento
14477;14966;Apartamento;Copacabana;3;1;0;100;2000.0;1474.0;202.0;20.0;Apartamento
14478;14967;Apartamento;Flamengo;1;0;0;45;1800.0;371.0;70.0;40.0;Apartamento
14479;14968;Apartamento;Barra da Tijuca;1;1;0;67;1600.0;951.0;176.0;23.88;Apartamento
14480;14969;Apartamento;Barra da Tijuca;3;2;1;150;2300.0;1300.0;0.0;15.33;Apartamento
14481;14970;Apartamento;Pedra de Guaratiba;2;1;0;70;800.0;35.0;0.0;11.43;Apartamento
14482;14971;Apartamento;Leblon;5;4;3;350;9000.0;2100.0;817.0;25.71;Apartamento
14483;14972;Apartamento;Todos os Santos;2;1;0;76;1300.0;683.0;80.0;17.11;Apartamento
14485;14974;Apartamento;Botafogo;1;0;0;24;1500.0;470.0;24.0;62.5;Apartamento
14486;14975;Apartamento;Lins de Vasconcelos;1;1;0;42;1050.0;504.0;16.0;25.0;Apartamento
14487;14976;Apartamento;Jardim Botânico;3;2;3;250;8000.0;2350.0;850.0;32.0;Apartamento
14488;14977;Apartamento;Barra da Tijuca;4;3;4;340;4500.0;1979.0;630.0;13.24;Apartamento
14489;14978;Apartamento;Ipanema;2;1;0;215;7000.0;2400.0;524.0;32.56;Apartamento
14490;14979;Apartamento;Copacabana;2;0;1;140;6800.0;800.0;0.0;48.57;Apartamento
14491;14980;Apartamento;Lins de Vasconcelos;2;1;0;50;700.0;297.0;14.0;14.0;Apartamento
14492;14981;Apartamento;Rio Comprido;1;1;0;99;1000.0;777.0;68.0;10.1;Apartamento
14493;14982;Apartamento;Rocha Miranda;3;0;0;65;550.0;295.0;0.0;8.46;Apartamento
14494;14984;Apartamento;Lagoa;4;2;1;250;7300.0;2700.0;800.0;29.2;Apartamento
14495;14985;Apartamento;Barra da Tijuca;2;1;1;83;1600.0;1350.0;0.0;19.28;Apartamento
14496;14986;Apartamento;Centro;1;0;0;56;1900.0;917.0;2004.0;33.93;Apartamento
14497;14987;Apartamento;Ipanema;3;1;1;150;6300.0;2200.0;495.0;42.0;Apartamento
14498;14988;Apartamento;Ipanema;3;2;1;126;6000.0;1518.0;590.0;47.62;Apartamento
14499;14989;Apartamento;Barra da Tijuca;1;2;1;186;3500.0;1400.0;480.0;18.82;Apartamento
14500;14990;Apartamento;Recreio dos Bandeirantes;3;3;2;115;2850.0;1280.0;238.0;24.78;Apartamento
14501;14991;Apartamento;Barra da Tijuca;4;2;1;300;8000.0;3200.0;0.0;26.67;Apartamento
14502;14992;Apartamento;Leme;3;1;1;185;6200.0;1758.0;677.0;33.51;Apartamento
14503;14993;Apartamento;Leme;1;0;0;26;1100.0;605.0;26.0;42.31;Apartamento
14504;14994;Apartamento;Copacabana;3;1;1;130;3200.0;1550.0;187.0;24.62;Apartamento
14507;14997;Apartamento;São Cristóvão;1;0;0;41;1000.0;130.0;0.0;24.39;Apartamento
14509;14999;Apartamento;Barra da Tijuca;1;1;1;70;2200.0;1118.0;236.0;31.43;Apartamento
14510;15000;Apartamento;Braz de Pina;2;1;0;80;1200.0;300.0;0.0;15.0;Apartamento
14512;15002;Apartamento;Engenho de Dentro;3;1;1;60;1600.0;538.0;0.0;26.67;Apartamento
14513;15005;Apartamento;Campo Grande;2;1;0;65;450.0;220.0;0.0;6.92;Apartamento
14514;15006;Apartamento;Flamengo;3;1;1;312;7500.0;3800.0;886.0;24.04;Apartamento
14515;15007;Apartamento;Leblon;2;1;1;90;9000.0;1278.0;0.0;100.0;Apartamento
14518;15010;Apartamento;Copacabana;3;0;0;107;3200.0;600.0;0.0;29.91;Apartamento
14519;15011;Apartamento;Barra da Tijuca;4;2;2;149;4200.0;1800.0;0.0;28.19;Apartamento
14521;15013;Apartamento;Freguesia (Jacarepaguá);4;2;1;110;3000.0;950.0;1559.0;27.27;Apartamento
14523;15015;Apartamento;Pechincha;2;1;1;69;1400.0;360.0;41.0;20.29;Apartamento
14524;15016;Apartamento;São Conrado;3;2;0;121;3800.0;1440.0;226.0;31.4;Apartamento
14526;15018;Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;500.0;35.71;Apartamento
14527;15019;Apartamento;Cordovil;2;0;0;44;1200.0;315.0;0.0;27.27;Apartamento
14528;15020;Apartamento;São Conrado;4;2;1;147;9000.0;2180.0;458.0;61.22;Apartamento
14529;15021;Apartamento;Copacabana;3;0;1;115;3000.0;1250.0;170.0;26.09;Apartamento
14531;15023;Apartamento;Higienópolis;1;0;0;45;700.0;130.0;0.0;15.56;Apartamento
14532;15024;Apartamento;Leme;4;2;0;175;3700.0;1906.0;381.0;21.14;Apartamento
14533;15025;Apartamento;Leblon;2;1;0;75;3900.0;1100.0;202.0;52.0;Apartamento
14534;15026;Apartamento;Abolição;2;0;0;43;800.0;341.0;14.0;18.6;Apartamento
14535;15027;Apartamento;Ipanema;1;2;1;80;3800.0;1400.0;0.0;47.5;Apartamento
14536;15028;Apartamento;Barra da Tijuca;1;0;0;30;1800.0;590.0;0.0;60.0;Apartamento
14537;15029;Apartamento;Laranjeiras;2;1;1;115;3800.0;984.0;136.0;33.04;Apartamento
14539;15031;Apartamento;Barra da Tijuca;2;1;0;80;1600.0;797.0;110.0;20.0;Apartamento
14540;15032;Apartamento;Água Santa;2;1;0;50;800.0;310.0;0.0;16.0;Apartamento
14541;15033;Apartamento;Copacabana;1;0;0;45;1500.0;460.0;71.0;33.33;Apartamento
